frame.number	frame.time	frame.time_relative	ip.proto	ip.src	udp.srcport	tcp.srcport	ip.dst	udp.dstport	tcp.dstport	frame.len
3536	Apr 25, 2006 05:58:55.897083000 CDT	1.272718000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3537	Apr 25, 2006 05:58:55.897222000 CDT	1.272857000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3538	Apr 25, 2006 05:58:55.897432000 CDT	1.273067000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3539	Apr 25, 2006 05:58:55.897620000 CDT	1.273255000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3540	Apr 25, 2006 05:58:55.897826000 CDT	1.273461000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3541	Apr 25, 2006 05:58:55.898007000 CDT	1.273642000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3542	Apr 25, 2006 05:58:55.898189000 CDT	1.273824000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3543	Apr 25, 2006 05:58:55.898385000 CDT	1.274020000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3544	Apr 25, 2006 05:58:55.898575000 CDT	1.274210000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3545	Apr 25, 2006 05:58:55.898793000 CDT	1.274428000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3546	Apr 25, 2006 05:58:55.898986000 CDT	1.274621000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3547	Apr 25, 2006 05:58:55.899185000 CDT	1.274820000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3548	Apr 25, 2006 05:58:55.899390000 CDT	1.275025000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3549	Apr 25, 2006 05:58:55.899586000 CDT	1.275221000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3550	Apr 25, 2006 05:58:55.899772000 CDT	1.275407000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3551	Apr 25, 2006 05:58:55.899888000 CDT	1.275523000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3552	Apr 25, 2006 05:58:55.900031000 CDT	1.275666000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3553	Apr 25, 2006 05:58:55.900215000 CDT	1.275850000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3554	Apr 25, 2006 05:58:55.900376000 CDT	1.276011000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3555	Apr 25, 2006 05:58:55.900555000 CDT	1.276190000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3556	Apr 25, 2006 05:58:55.900750000 CDT	1.276385000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3557	Apr 25, 2006 05:58:55.900932000 CDT	1.276567000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3558	Apr 25, 2006 05:58:55.901132000 CDT	1.276767000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3559	Apr 25, 2006 05:58:55.901307000 CDT	1.276942000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3560	Apr 25, 2006 05:58:55.901485000 CDT	1.277120000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3561	Apr 25, 2006 05:58:55.901680000 CDT	1.277315000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3562	Apr 25, 2006 05:58:55.901879000 CDT	1.277514000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3563	Apr 25, 2006 05:58:55.902064000 CDT	1.277699000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3564	Apr 25, 2006 05:58:55.902264000 CDT	1.277899000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3565	Apr 25, 2006 05:58:55.902435000 CDT	1.278070000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3566	Apr 25, 2006 05:58:55.902548000 CDT	1.278183000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3567	Apr 25, 2006 05:58:55.902668000 CDT	1.278303000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3568	Apr 25, 2006 05:58:55.902857000 CDT	1.278492000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3569	Apr 25, 2006 05:58:55.903026000 CDT	1.278661000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3570	Apr 25, 2006 05:58:55.903251000 CDT	1.278886000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3571	Apr 25, 2006 05:58:55.903471000 CDT	1.279106000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3572	Apr 25, 2006 05:58:55.903686000 CDT	1.279321000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3573	Apr 25, 2006 05:58:55.903906000 CDT	1.279541000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3574	Apr 25, 2006 05:58:55.904126000 CDT	1.279761000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3575	Apr 25, 2006 05:58:55.904351000 CDT	1.279986000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3576	Apr 25, 2006 05:58:55.904576000 CDT	1.280211000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3577	Apr 25, 2006 05:58:55.904796000 CDT	1.280431000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3578	Apr 25, 2006 05:58:55.905015000 CDT	1.280650000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3579	Apr 25, 2006 05:58:55.905236000 CDT	1.280871000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3580	Apr 25, 2006 05:58:55.905456000 CDT	1.281091000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3581	Apr 25, 2006 05:58:55.905600000 CDT	1.281235000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3582	Apr 25, 2006 05:58:55.905824000 CDT	1.281459000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3583	Apr 25, 2006 05:58:55.906045000 CDT	1.281680000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3584	Apr 25, 2006 05:58:55.906079000 CDT	1.281714000	6	192.168.62.121		5901	10.100.100.100		2834	428
3585	Apr 25, 2006 05:58:55.906359000 CDT	1.281994000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3586	Apr 25, 2006 05:58:55.906579000 CDT	1.282214000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3587	Apr 25, 2006 05:58:55.906587000 CDT	1.282222000	6	10.100.100.100		2834	192.168.62.121		5901	64
3588	Apr 25, 2006 05:58:55.906593000 CDT	1.282228000	6	192.168.62.121		5901	10.100.100.100		2834	60
3589	Apr 25, 2006 05:58:55.906860000 CDT	1.282495000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3590	Apr 25, 2006 05:58:55.907080000 CDT	1.282715000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3591	Apr 25, 2006 05:58:55.907300000 CDT	1.282935000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3592	Apr 25, 2006 05:58:55.907523000 CDT	1.283158000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3593	Apr 25, 2006 05:58:55.907740000 CDT	1.283375000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3594	Apr 25, 2006 05:58:55.914352000 CDT	1.289987000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3595	Apr 25, 2006 05:58:55.914483000 CDT	1.290118000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3596	Apr 25, 2006 05:58:55.914664000 CDT	1.290299000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3597	Apr 25, 2006 05:58:55.914831000 CDT	1.290466000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3598	Apr 25, 2006 05:58:55.914997000 CDT	1.290632000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3599	Apr 25, 2006 05:58:55.915180000 CDT	1.290815000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3600	Apr 25, 2006 05:58:55.915347000 CDT	1.290982000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3601	Apr 25, 2006 05:58:55.915548000 CDT	1.291183000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3602	Apr 25, 2006 05:58:55.915717000 CDT	1.291352000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3603	Apr 25, 2006 05:58:55.915907000 CDT	1.291542000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3604	Apr 25, 2006 05:58:55.916082000 CDT	1.291717000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3605	Apr 25, 2006 05:58:55.916268000 CDT	1.291903000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3606	Apr 25, 2006 05:58:55.916465000 CDT	1.292100000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3607	Apr 25, 2006 05:58:55.916671000 CDT	1.292306000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3608	Apr 25, 2006 05:58:55.916846000 CDT	1.292481000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3609	Apr 25, 2006 05:58:55.916991000 CDT	1.292626000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3610	Apr 25, 2006 05:58:55.917157000 CDT	1.292792000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3611	Apr 25, 2006 05:58:55.917354000 CDT	1.292989000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3612	Apr 25, 2006 05:58:55.917541000 CDT	1.293176000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3613	Apr 25, 2006 05:58:55.917727000 CDT	1.293362000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3614	Apr 25, 2006 05:58:55.917933000 CDT	1.293568000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3615	Apr 25, 2006 05:58:55.918120000 CDT	1.293755000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3616	Apr 25, 2006 05:58:55.918316000 CDT	1.293951000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3617	Apr 25, 2006 05:58:55.918503000 CDT	1.294138000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3618	Apr 25, 2006 05:58:55.918701000 CDT	1.294336000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3619	Apr 25, 2006 05:58:55.918888000 CDT	1.294523000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3620	Apr 25, 2006 05:58:55.919081000 CDT	1.294716000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3621	Apr 25, 2006 05:58:55.919268000 CDT	1.294903000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3622	Apr 25, 2006 05:58:55.919472000 CDT	1.295107000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3623	Apr 25, 2006 05:58:55.919670000 CDT	1.295305000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3624	Apr 25, 2006 05:58:55.919810000 CDT	1.295445000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3625	Apr 25, 2006 05:58:55.919963000 CDT	1.295598000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3626	Apr 25, 2006 05:58:55.920187000 CDT	1.295822000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3627	Apr 25, 2006 05:58:55.920408000 CDT	1.296043000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3628	Apr 25, 2006 05:58:55.920623000 CDT	1.296258000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3629	Apr 25, 2006 05:58:55.920844000 CDT	1.296479000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3630	Apr 25, 2006 05:58:55.921063000 CDT	1.296698000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3631	Apr 25, 2006 05:58:55.921284000 CDT	1.296919000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3632	Apr 25, 2006 05:58:55.921504000 CDT	1.297139000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3633	Apr 25, 2006 05:58:55.921723000 CDT	1.297358000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3634	Apr 25, 2006 05:58:55.921944000 CDT	1.297579000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3635	Apr 25, 2006 05:58:55.922164000 CDT	1.297799000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3636	Apr 25, 2006 05:58:55.922388000 CDT	1.298023000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3637	Apr 25, 2006 05:58:55.922605000 CDT	1.298240000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3638	Apr 25, 2006 05:58:55.922824000 CDT	1.298459000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3639	Apr 25, 2006 05:58:55.922945000 CDT	1.298580000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3640	Apr 25, 2006 05:58:55.923144000 CDT	1.298779000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3641	Apr 25, 2006 05:58:55.923364000 CDT	1.298999000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3642	Apr 25, 2006 05:58:55.923584000 CDT	1.299219000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3643	Apr 25, 2006 05:58:55.923804000 CDT	1.299439000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3644	Apr 25, 2006 05:58:55.924020000 CDT	1.299655000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3645	Apr 25, 2006 05:58:55.924247000 CDT	1.299882000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3646	Apr 25, 2006 05:58:55.924464000 CDT	1.300099000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3647	Apr 25, 2006 05:58:55.924683000 CDT	1.300318000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3648	Apr 25, 2006 05:58:55.924894000 CDT	1.300529000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3649	Apr 25, 2006 05:58:55.925114000 CDT	1.300749000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3650	Apr 25, 2006 05:58:55.925334000 CDT	1.300969000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3651	Apr 25, 2006 05:58:55.925556000 CDT	1.301191000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3652	Apr 25, 2006 05:58:55.934335000 CDT	1.309970000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3653	Apr 25, 2006 05:58:55.934504000 CDT	1.310139000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3654	Apr 25, 2006 05:58:55.934686000 CDT	1.310321000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3655	Apr 25, 2006 05:58:55.934842000 CDT	1.310477000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3656	Apr 25, 2006 05:58:55.935376000 CDT	1.311011000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3657	Apr 25, 2006 05:58:55.935521000 CDT	1.311156000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3658	Apr 25, 2006 05:58:55.935648000 CDT	1.311283000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3659	Apr 25, 2006 05:58:55.935793000 CDT	1.311428000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3660	Apr 25, 2006 05:58:55.935958000 CDT	1.311593000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3661	Apr 25, 2006 05:58:55.936129000 CDT	1.311764000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3662	Apr 25, 2006 05:58:55.936295000 CDT	1.311930000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3663	Apr 25, 2006 05:58:55.936453000 CDT	1.312088000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3664	Apr 25, 2006 05:58:55.936660000 CDT	1.312295000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3665	Apr 25, 2006 05:58:55.936850000 CDT	1.312485000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3666	Apr 25, 2006 05:58:55.937076000 CDT	1.312711000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3667	Apr 25, 2006 05:58:55.937297000 CDT	1.312932000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3668	Apr 25, 2006 05:58:55.937516000 CDT	1.313151000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3669	Apr 25, 2006 05:58:55.937736000 CDT	1.313371000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3670	Apr 25, 2006 05:58:55.937951000 CDT	1.313586000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3671	Apr 25, 2006 05:58:55.938089000 CDT	1.313724000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3672	Apr 25, 2006 05:58:55.938292000 CDT	1.313927000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3673	Apr 25, 2006 05:58:55.938508000 CDT	1.314143000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3674	Apr 25, 2006 05:58:55.938723000 CDT	1.314358000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3675	Apr 25, 2006 05:58:55.938942000 CDT	1.314577000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3676	Apr 25, 2006 05:58:55.939163000 CDT	1.314798000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3677	Apr 25, 2006 05:58:55.939382000 CDT	1.315017000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3678	Apr 25, 2006 05:58:55.939602000 CDT	1.315237000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3679	Apr 25, 2006 05:58:55.939823000 CDT	1.315458000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3680	Apr 25, 2006 05:58:55.940047000 CDT	1.315682000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3681	Apr 25, 2006 05:58:55.940268000 CDT	1.315903000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3682	Apr 25, 2006 05:58:55.940487000 CDT	1.316122000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3683	Apr 25, 2006 05:58:55.940708000 CDT	1.316343000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3684	Apr 25, 2006 05:58:55.940927000 CDT	1.316562000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3685	Apr 25, 2006 05:58:55.941145000 CDT	1.316780000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3686	Apr 25, 2006 05:58:55.941293000 CDT	1.316928000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3687	Apr 25, 2006 05:58:55.941516000 CDT	1.317151000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3688	Apr 25, 2006 05:58:55.941736000 CDT	1.317371000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3689	Apr 25, 2006 05:58:55.941961000 CDT	1.317596000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3690	Apr 25, 2006 05:58:55.942185000 CDT	1.317820000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3691	Apr 25, 2006 05:58:55.942410000 CDT	1.318045000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3692	Apr 25, 2006 05:58:55.942630000 CDT	1.318265000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3693	Apr 25, 2006 05:58:55.942850000 CDT	1.318485000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3694	Apr 25, 2006 05:58:55.954346000 CDT	1.329981000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3695	Apr 25, 2006 05:58:55.954490000 CDT	1.330125000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3696	Apr 25, 2006 05:58:55.954698000 CDT	1.330333000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3697	Apr 25, 2006 05:58:55.954924000 CDT	1.330559000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3698	Apr 25, 2006 05:58:55.955143000 CDT	1.330778000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3699	Apr 25, 2006 05:58:55.955368000 CDT	1.331003000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3700	Apr 25, 2006 05:58:55.955594000 CDT	1.331229000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3701	Apr 25, 2006 05:58:55.955813000 CDT	1.331448000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3702	Apr 25, 2006 05:58:55.956028000 CDT	1.331663000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3703	Apr 25, 2006 05:58:55.956251000 CDT	1.331886000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3704	Apr 25, 2006 05:58:55.956470000 CDT	1.332105000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3705	Apr 25, 2006 05:58:55.956691000 CDT	1.332326000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3706	Apr 25, 2006 05:58:55.956919000 CDT	1.332554000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3707	Apr 25, 2006 05:58:55.957123000 CDT	1.332758000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3708	Apr 25, 2006 05:58:55.957339000 CDT	1.332974000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3709	Apr 25, 2006 05:58:55.957478000 CDT	1.333113000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3710	Apr 25, 2006 05:58:55.957685000 CDT	1.333320000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3711	Apr 25, 2006 05:58:55.957904000 CDT	1.333539000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3712	Apr 25, 2006 05:58:55.958124000 CDT	1.333759000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3713	Apr 25, 2006 05:58:55.958344000 CDT	1.333979000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3714	Apr 25, 2006 05:58:55.958564000 CDT	1.334199000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3715	Apr 25, 2006 05:58:55.958783000 CDT	1.334418000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3716	Apr 25, 2006 05:58:55.959003000 CDT	1.334638000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3717	Apr 25, 2006 05:58:55.959225000 CDT	1.334860000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3718	Apr 25, 2006 05:58:55.959449000 CDT	1.335084000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3719	Apr 25, 2006 05:58:55.959673000 CDT	1.335308000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3720	Apr 25, 2006 05:58:55.959893000 CDT	1.335528000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3721	Apr 25, 2006 05:58:55.960113000 CDT	1.335748000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3722	Apr 25, 2006 05:58:55.960335000 CDT	1.335970000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3723	Apr 25, 2006 05:58:55.960554000 CDT	1.336189000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3724	Apr 25, 2006 05:58:55.960682000 CDT	1.336317000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3725	Apr 25, 2006 05:58:55.960828000 CDT	1.336463000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3726	Apr 25, 2006 05:58:55.961040000 CDT	1.336675000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3727	Apr 25, 2006 05:58:55.961264000 CDT	1.336899000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3728	Apr 25, 2006 05:58:55.961483000 CDT	1.337118000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3729	Apr 25, 2006 05:58:55.961684000 CDT	1.337319000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3730	Apr 25, 2006 05:58:55.961900000 CDT	1.337535000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3731	Apr 25, 2006 05:58:55.962110000 CDT	1.337745000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3732	Apr 25, 2006 05:58:55.962305000 CDT	1.337940000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3733	Apr 25, 2006 05:58:55.962516000 CDT	1.338151000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3734	Apr 25, 2006 05:58:55.962524000 CDT	1.338159000	6	192.168.62.121		5901	10.100.100.100		2834	214
3735	Apr 25, 2006 05:58:55.962759000 CDT	1.338394000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3736	Apr 25, 2006 05:58:55.962960000 CDT	1.338595000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3737	Apr 25, 2006 05:58:55.962968000 CDT	1.338603000	6	10.100.100.100		2834	192.168.62.121		5901	64
3738	Apr 25, 2006 05:58:55.962973000 CDT	1.338608000	6	192.168.62.121		5901	10.100.100.100		2834	60
3739	Apr 25, 2006 05:58:55.963154000 CDT	1.338789000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3740	Apr 25, 2006 05:58:55.963297000 CDT	1.338932000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3741	Apr 25, 2006 05:58:55.963468000 CDT	1.339103000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3742	Apr 25, 2006 05:58:55.963671000 CDT	1.339306000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3743	Apr 25, 2006 05:58:55.963877000 CDT	1.339512000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3744	Apr 25, 2006 05:58:55.964059000 CDT	1.339694000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3745	Apr 25, 2006 05:58:55.964252000 CDT	1.339887000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3746	Apr 25, 2006 05:58:55.964458000 CDT	1.340093000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3747	Apr 25, 2006 05:58:55.964636000 CDT	1.340271000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3748	Apr 25, 2006 05:58:55.964830000 CDT	1.340465000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3749	Apr 25, 2006 05:58:55.965008000 CDT	1.340643000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3750	Apr 25, 2006 05:58:55.965183000 CDT	1.340818000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3751	Apr 25, 2006 05:58:55.965350000 CDT	1.340985000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3752	Apr 25, 2006 05:58:55.965534000 CDT	1.341169000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3753	Apr 25, 2006 05:58:55.965715000 CDT	1.341350000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3754	Apr 25, 2006 05:58:55.965839000 CDT	1.341474000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3755	Apr 25, 2006 05:58:55.966030000 CDT	1.341665000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3756	Apr 25, 2006 05:58:55.966206000 CDT	1.341841000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3757	Apr 25, 2006 05:58:55.966382000 CDT	1.342017000	17	192.168.62.121	32916		227.111.1.2	12345		1358
3758	Apr 25, 2006 05:58:55.966558000 CDT	1.342193000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3759	Apr 25, 2006 05:58:55.966754000 CDT	1.342389000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3760	Apr 25, 2006 05:58:55.966944000 CDT	1.342579000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3761	Apr 25, 2006 05:58:55.967123000 CDT	1.342758000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3762	Apr 25, 2006 05:58:55.967307000 CDT	1.342942000	17	192.168.62.121	32921		227.111.1.5	12345		1358
3763	Apr 25, 2006 05:58:55.974384000 CDT	1.350019000	17	192.168.62.121	32917		227.111.1.3	12345		1358
3764	Apr 25, 2006 05:58:55.974557000 CDT	1.350192000	17	192.168.62.121	32923		227.111.1.6	12345		1358
3765	Apr 25, 2006 05:58:55.974769000 CDT	1.350404000	17	192.168.62.121	32920		227.111.1.4	12345		1358
3766	Apr 25, 2006 05:58:55.974989000 CDT	1.350624000	17	192.168.62.121	32915		227.111.1.1	12345		1358
3767	Apr 25, 2006 05:58:55.975209000 CDT	1.350844000	17	192.168.62.121	32921		227.111.1.5	12345		1358
