frame.number	frame.time	frame.time_relative	ip.proto	ip.src	udp.srcport	tcp.srcport	ip.dst	udp.dstport	tcp.dstport	frame.len
10744	Apr 25, 2006 05:58:58.728815000 CDT	4.104450000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10745	Apr 25, 2006 05:58:58.729036000 CDT	4.104671000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10746	Apr 25, 2006 05:58:58.729255000 CDT	4.104890000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10747	Apr 25, 2006 05:58:58.729475000 CDT	4.105110000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10748	Apr 25, 2006 05:58:58.729696000 CDT	4.105331000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10749	Apr 25, 2006 05:58:58.729915000 CDT	4.105550000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10750	Apr 25, 2006 05:58:58.730136000 CDT	4.105771000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10751	Apr 25, 2006 05:58:58.730355000 CDT	4.105990000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10752	Apr 25, 2006 05:58:58.730575000 CDT	4.106210000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10753	Apr 25, 2006 05:58:58.730778000 CDT	4.106413000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10754	Apr 25, 2006 05:58:58.730938000 CDT	4.106573000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10755	Apr 25, 2006 05:58:58.731098000 CDT	4.106733000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10756	Apr 25, 2006 05:58:58.731289000 CDT	4.106924000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10757	Apr 25, 2006 05:58:58.731472000 CDT	4.107107000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10758	Apr 25, 2006 05:58:58.731652000 CDT	4.107287000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10759	Apr 25, 2006 05:58:58.731812000 CDT	4.107447000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10760	Apr 25, 2006 05:58:58.731979000 CDT	4.107614000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10761	Apr 25, 2006 05:58:58.732130000 CDT	4.107765000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10762	Apr 25, 2006 05:58:58.732284000 CDT	4.107919000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10763	Apr 25, 2006 05:58:58.732436000 CDT	4.108071000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10764	Apr 25, 2006 05:58:58.732592000 CDT	4.108227000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10765	Apr 25, 2006 05:58:58.732748000 CDT	4.108383000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10766	Apr 25, 2006 05:58:58.732880000 CDT	4.108515000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10767	Apr 25, 2006 05:58:58.733020000 CDT	4.108655000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10768	Apr 25, 2006 05:58:58.733172000 CDT	4.108807000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10769	Apr 25, 2006 05:58:58.733310000 CDT	4.108945000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10770	Apr 25, 2006 05:58:58.733471000 CDT	4.109106000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10771	Apr 25, 2006 05:58:58.733641000 CDT	4.109276000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10772	Apr 25, 2006 05:58:58.733802000 CDT	4.109437000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10773	Apr 25, 2006 05:58:58.734009000 CDT	4.109644000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10774	Apr 25, 2006 05:58:58.734185000 CDT	4.109820000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10775	Apr 25, 2006 05:58:58.734362000 CDT	4.109997000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10776	Apr 25, 2006 05:58:58.734534000 CDT	4.110169000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10777	Apr 25, 2006 05:58:58.734712000 CDT	4.110347000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10778	Apr 25, 2006 05:58:58.734898000 CDT	4.110533000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10779	Apr 25, 2006 05:58:58.735105000 CDT	4.110740000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10780	Apr 25, 2006 05:58:58.735301000 CDT	4.110936000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10781	Apr 25, 2006 05:58:58.735503000 CDT	4.111138000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10782	Apr 25, 2006 05:58:58.735685000 CDT	4.111320000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10783	Apr 25, 2006 05:58:58.735870000 CDT	4.111505000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10784	Apr 25, 2006 05:58:58.735999000 CDT	4.111634000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10785	Apr 25, 2006 05:58:58.736145000 CDT	4.111780000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10786	Apr 25, 2006 05:58:58.736347000 CDT	4.111982000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10787	Apr 25, 2006 05:58:58.736533000 CDT	4.112168000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10788	Apr 25, 2006 05:58:58.736718000 CDT	4.112353000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10789	Apr 25, 2006 05:58:58.736894000 CDT	4.112529000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10790	Apr 25, 2006 05:58:58.737081000 CDT	4.112716000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10791	Apr 25, 2006 05:58:58.737266000 CDT	4.112901000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10792	Apr 25, 2006 05:58:58.737433000 CDT	4.113068000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10793	Apr 25, 2006 05:58:58.737609000 CDT	4.113244000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10794	Apr 25, 2006 05:58:58.737796000 CDT	4.113431000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10795	Apr 25, 2006 05:58:58.738000000 CDT	4.113635000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10796	Apr 25, 2006 05:58:58.738175000 CDT	4.113810000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10797	Apr 25, 2006 05:58:58.738353000 CDT	4.113988000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10798	Apr 25, 2006 05:58:58.738553000 CDT	4.114188000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10799	Apr 25, 2006 05:58:58.738694000 CDT	4.114329000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10800	Apr 25, 2006 05:58:58.738887000 CDT	4.114522000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10801	Apr 25, 2006 05:58:58.739107000 CDT	4.114742000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10802	Apr 25, 2006 05:58:58.739327000 CDT	4.114962000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10803	Apr 25, 2006 05:58:58.739538000 CDT	4.115173000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10804	Apr 25, 2006 05:58:58.739757000 CDT	4.115392000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10805	Apr 25, 2006 05:58:58.739978000 CDT	4.115613000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10806	Apr 25, 2006 05:58:58.740197000 CDT	4.115832000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10807	Apr 25, 2006 05:58:58.740417000 CDT	4.116052000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10808	Apr 25, 2006 05:58:58.740637000 CDT	4.116272000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10809	Apr 25, 2006 05:58:58.740853000 CDT	4.116488000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10810	Apr 25, 2006 05:58:58.741072000 CDT	4.116707000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10811	Apr 25, 2006 05:58:58.741293000 CDT	4.116928000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10812	Apr 25, 2006 05:58:58.741512000 CDT	4.117147000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10813	Apr 25, 2006 05:58:58.741732000 CDT	4.117367000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10814	Apr 25, 2006 05:58:58.741902000 CDT	4.117537000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10815	Apr 25, 2006 05:58:58.742123000 CDT	4.117758000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10816	Apr 25, 2006 05:58:58.742342000 CDT	4.117977000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10817	Apr 25, 2006 05:58:58.742557000 CDT	4.118192000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10818	Apr 25, 2006 05:58:58.742777000 CDT	4.118412000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10819	Apr 25, 2006 05:58:58.754516000 CDT	4.130151000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10820	Apr 25, 2006 05:58:58.754660000 CDT	4.130295000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10821	Apr 25, 2006 05:58:58.754838000 CDT	4.130473000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10822	Apr 25, 2006 05:58:58.755010000 CDT	4.130645000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10823	Apr 25, 2006 05:58:58.755221000 CDT	4.130856000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10824	Apr 25, 2006 05:58:58.755435000 CDT	4.131070000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10825	Apr 25, 2006 05:58:58.755647000 CDT	4.131282000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10826	Apr 25, 2006 05:58:58.755862000 CDT	4.131497000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10827	Apr 25, 2006 05:58:58.756082000 CDT	4.131717000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10828	Apr 25, 2006 05:58:58.756298000 CDT	4.131933000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10829	Apr 25, 2006 05:58:58.756522000 CDT	4.132157000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10830	Apr 25, 2006 05:58:58.756743000 CDT	4.132378000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10831	Apr 25, 2006 05:58:58.756962000 CDT	4.132597000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10832	Apr 25, 2006 05:58:58.757183000 CDT	4.132818000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10833	Apr 25, 2006 05:58:58.757402000 CDT	4.133037000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10834	Apr 25, 2006 05:58:58.757546000 CDT	4.133181000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10835	Apr 25, 2006 05:58:58.757744000 CDT	4.133379000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10836	Apr 25, 2006 05:58:58.757959000 CDT	4.133594000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10837	Apr 25, 2006 05:58:58.758180000 CDT	4.133815000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10838	Apr 25, 2006 05:58:58.758399000 CDT	4.134034000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10839	Apr 25, 2006 05:58:58.758619000 CDT	4.134254000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10840	Apr 25, 2006 05:58:58.758839000 CDT	4.134474000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10841	Apr 25, 2006 05:58:58.759059000 CDT	4.134694000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10842	Apr 25, 2006 05:58:58.759279000 CDT	4.134914000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10843	Apr 25, 2006 05:58:58.759498000 CDT	4.135133000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10844	Apr 25, 2006 05:58:58.759718000 CDT	4.135353000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10845	Apr 25, 2006 05:58:58.759939000 CDT	4.135574000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10846	Apr 25, 2006 05:58:58.760158000 CDT	4.135793000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10847	Apr 25, 2006 05:58:58.760379000 CDT	4.136014000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10848	Apr 25, 2006 05:58:58.760604000 CDT	4.136239000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10849	Apr 25, 2006 05:58:58.760739000 CDT	4.136374000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10850	Apr 25, 2006 05:58:58.760917000 CDT	4.136552000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10851	Apr 25, 2006 05:58:58.761145000 CDT	4.136780000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10852	Apr 25, 2006 05:58:58.761367000 CDT	4.137002000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10853	Apr 25, 2006 05:58:58.761586000 CDT	4.137221000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10854	Apr 25, 2006 05:58:58.761797000 CDT	4.137432000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10855	Apr 25, 2006 05:58:58.762017000 CDT	4.137652000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10856	Apr 25, 2006 05:58:58.762237000 CDT	4.137872000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10857	Apr 25, 2006 05:58:58.762457000 CDT	4.138092000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10858	Apr 25, 2006 05:58:58.762676000 CDT	4.138311000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10859	Apr 25, 2006 05:58:58.762897000 CDT	4.138532000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10860	Apr 25, 2006 05:58:58.763118000 CDT	4.138753000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10861	Apr 25, 2006 05:58:58.763342000 CDT	4.138977000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10862	Apr 25, 2006 05:58:58.763563000 CDT	4.139198000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10863	Apr 25, 2006 05:58:58.763782000 CDT	4.139417000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10864	Apr 25, 2006 05:58:58.763925000 CDT	4.139560000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10865	Apr 25, 2006 05:58:58.764111000 CDT	4.139746000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10866	Apr 25, 2006 05:58:58.764316000 CDT	4.139951000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10867	Apr 25, 2006 05:58:58.764514000 CDT	4.140149000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10868	Apr 25, 2006 05:58:58.764731000 CDT	4.140366000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10869	Apr 25, 2006 05:58:58.764917000 CDT	4.140552000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10870	Apr 25, 2006 05:58:58.765108000 CDT	4.140743000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10871	Apr 25, 2006 05:58:58.765283000 CDT	4.140918000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10872	Apr 25, 2006 05:58:58.765476000 CDT	4.141111000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10873	Apr 25, 2006 05:58:58.765680000 CDT	4.141315000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10874	Apr 25, 2006 05:58:58.765900000 CDT	4.141535000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10875	Apr 25, 2006 05:58:58.766107000 CDT	4.141742000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10876	Apr 25, 2006 05:58:58.766319000 CDT	4.141954000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10877	Apr 25, 2006 05:58:58.766521000 CDT	4.142156000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10878	Apr 25, 2006 05:58:58.766716000 CDT	4.142351000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10879	Apr 25, 2006 05:58:58.766853000 CDT	4.142488000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10880	Apr 25, 2006 05:58:58.767011000 CDT	4.142646000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10881	Apr 25, 2006 05:58:58.767187000 CDT	4.142822000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10882	Apr 25, 2006 05:58:58.767400000 CDT	4.143035000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10883	Apr 25, 2006 05:58:58.767605000 CDT	4.143240000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10884	Apr 25, 2006 05:58:58.767792000 CDT	4.143427000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10885	Apr 25, 2006 05:58:58.767980000 CDT	4.143615000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10886	Apr 25, 2006 05:58:58.768160000 CDT	4.143795000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10887	Apr 25, 2006 05:58:58.768320000 CDT	4.143955000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10888	Apr 25, 2006 05:58:58.768511000 CDT	4.144146000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10889	Apr 25, 2006 05:58:58.768707000 CDT	4.144342000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10890	Apr 25, 2006 05:58:58.768900000 CDT	4.144535000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10891	Apr 25, 2006 05:58:58.769080000 CDT	4.144715000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10892	Apr 25, 2006 05:58:58.769280000 CDT	4.144915000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10893	Apr 25, 2006 05:58:58.769456000 CDT	4.145091000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10894	Apr 25, 2006 05:58:58.769599000 CDT	4.145234000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10895	Apr 25, 2006 05:58:58.769769000 CDT	4.145404000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10896	Apr 25, 2006 05:58:58.769986000 CDT	4.145621000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10897	Apr 25, 2006 05:58:58.770192000 CDT	4.145827000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10898	Apr 25, 2006 05:58:58.770390000 CDT	4.146025000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10899	Apr 25, 2006 05:58:58.770576000 CDT	4.146211000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10900	Apr 25, 2006 05:58:58.770761000 CDT	4.146396000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10901	Apr 25, 2006 05:58:58.770959000 CDT	4.146594000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10902	Apr 25, 2006 05:58:58.771156000 CDT	4.146791000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10903	Apr 25, 2006 05:58:58.771362000 CDT	4.146997000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10904	Apr 25, 2006 05:58:58.771567000 CDT	4.147202000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10905	Apr 25, 2006 05:58:58.771764000 CDT	4.147399000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10906	Apr 25, 2006 05:58:58.771978000 CDT	4.147613000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10907	Apr 25, 2006 05:58:58.772187000 CDT	4.147822000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10908	Apr 25, 2006 05:58:58.772415000 CDT	4.148050000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10909	Apr 25, 2006 05:58:58.772583000 CDT	4.148218000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10910	Apr 25, 2006 05:58:58.772805000 CDT	4.148440000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10911	Apr 25, 2006 05:58:58.773029000 CDT	4.148664000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10912	Apr 25, 2006 05:58:58.773249000 CDT	4.148884000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10913	Apr 25, 2006 05:58:58.773469000 CDT	4.149104000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10914	Apr 25, 2006 05:58:58.773689000 CDT	4.149324000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10915	Apr 25, 2006 05:58:58.784502000 CDT	4.160137000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10916	Apr 25, 2006 05:58:58.784638000 CDT	4.160273000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10917	Apr 25, 2006 05:58:58.784793000 CDT	4.160428000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10918	Apr 25, 2006 05:58:58.784938000 CDT	4.160573000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10919	Apr 25, 2006 05:58:58.785124000 CDT	4.160759000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10920	Apr 25, 2006 05:58:58.785299000 CDT	4.160934000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10921	Apr 25, 2006 05:58:58.785496000 CDT	4.161131000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10922	Apr 25, 2006 05:58:58.785683000 CDT	4.161318000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10923	Apr 25, 2006 05:58:58.785849000 CDT	4.161484000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10924	Apr 25, 2006 05:58:58.786045000 CDT	4.161680000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10925	Apr 25, 2006 05:58:58.786219000 CDT	4.161854000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10926	Apr 25, 2006 05:58:58.786408000 CDT	4.162043000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10927	Apr 25, 2006 05:58:58.786582000 CDT	4.162217000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10928	Apr 25, 2006 05:58:58.786758000 CDT	4.162393000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10929	Apr 25, 2006 05:58:58.786965000 CDT	4.162600000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10930	Apr 25, 2006 05:58:58.787121000 CDT	4.162756000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10931	Apr 25, 2006 05:58:58.787316000 CDT	4.162951000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10932	Apr 25, 2006 05:58:58.787502000 CDT	4.163137000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10933	Apr 25, 2006 05:58:58.787700000 CDT	4.163335000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10934	Apr 25, 2006 05:58:58.787897000 CDT	4.163532000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10935	Apr 25, 2006 05:58:58.788101000 CDT	4.163736000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10936	Apr 25, 2006 05:58:58.788300000 CDT	4.163935000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10937	Apr 25, 2006 05:58:58.788507000 CDT	4.164142000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10938	Apr 25, 2006 05:58:58.788708000 CDT	4.164343000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10939	Apr 25, 2006 05:58:58.788917000 CDT	4.164552000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10940	Apr 25, 2006 05:58:58.789137000 CDT	4.164772000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10941	Apr 25, 2006 05:58:58.789357000 CDT	4.164992000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10942	Apr 25, 2006 05:58:58.789572000 CDT	4.165207000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10943	Apr 25, 2006 05:58:58.789788000 CDT	4.165423000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10944	Apr 25, 2006 05:58:58.790007000 CDT	4.165642000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10945	Apr 25, 2006 05:58:58.790151000 CDT	4.165786000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10946	Apr 25, 2006 05:58:58.790330000 CDT	4.165965000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10947	Apr 25, 2006 05:58:58.790534000 CDT	4.166169000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10948	Apr 25, 2006 05:58:58.790715000 CDT	4.166350000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10949	Apr 25, 2006 05:58:58.790887000 CDT	4.166522000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10950	Apr 25, 2006 05:58:58.791094000 CDT	4.166729000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10951	Apr 25, 2006 05:58:58.791290000 CDT	4.166925000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10952	Apr 25, 2006 05:58:58.791464000 CDT	4.167099000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10953	Apr 25, 2006 05:58:58.791657000 CDT	4.167292000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10954	Apr 25, 2006 05:58:58.791857000 CDT	4.167492000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10955	Apr 25, 2006 05:58:58.792076000 CDT	4.167711000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10956	Apr 25, 2006 05:58:58.792222000 CDT	4.167857000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10957	Apr 25, 2006 05:58:58.792417000 CDT	4.168052000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10958	Apr 25, 2006 05:58:58.792626000 CDT	4.168261000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10959	Apr 25, 2006 05:58:58.792818000 CDT	4.168453000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10960	Apr 25, 2006 05:58:58.792943000 CDT	4.168578000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10961	Apr 25, 2006 05:58:58.793070000 CDT	4.168705000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10962	Apr 25, 2006 05:58:58.793247000 CDT	4.168882000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10963	Apr 25, 2006 05:58:58.793464000 CDT	4.169099000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10964	Apr 25, 2006 05:58:58.793683000 CDT	4.169318000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10965	Apr 25, 2006 05:58:58.793895000 CDT	4.169530000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10966	Apr 25, 2006 05:58:58.794120000 CDT	4.169755000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10967	Apr 25, 2006 05:58:58.794340000 CDT	4.169975000	17	192.168.62.121	32923		227.111.1.6	12345		1358
10968	Apr 25, 2006 05:58:58.794560000 CDT	4.170195000	17	192.168.62.121	32916		227.111.1.2	12345		1358
10969	Apr 25, 2006 05:58:58.794780000 CDT	4.170415000	17	192.168.62.121	32921		227.111.1.5	12345		1358
10970	Apr 25, 2006 05:58:58.795000000 CDT	4.170635000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10971	Apr 25, 2006 05:58:58.795219000 CDT	4.170854000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10972	Apr 25, 2006 05:58:58.795440000 CDT	4.171075000	17	192.168.62.121	32915		227.111.1.1	12345		1358
10973	Apr 25, 2006 05:58:58.795660000 CDT	4.171295000	17	192.168.62.121	32917		227.111.1.3	12345		1358
10974	Apr 25, 2006 05:58:58.795880000 CDT	4.171515000	17	192.168.62.121	32920		227.111.1.4	12345		1358
10975	Apr 25, 2006 05:58:58.796023000 CDT	4.171658000	17	192.168.62.121	32923		227.111.1.6	12345		1358
